Trial,Eccentricity,RT,IT,Brightness,Stim ID
1,-15,254,783,15,0
2,0,244,797,15,0
3,15,281,702,15,0
4,0,184,435,15,0
5,30,170,365,15,0
6,-30,241,751,15,0
7,15,183,447,15,0
8,15,152,727,15,0
9,30,155,728,15,0
10,-30,216,700,15,0
11,-45,191,671,15,0
12,30,152,789,15,0
13,0,236,439,15,0
14,15,0,712,15,0
15,15,205,431,15,0
16,30,197,707,15,0
17,45,209,617,15,0
18,-30,163,629,15,0
19,45,188,396,15,0
20,-30,195,337,15,0
21,-15,175,590,15,0
22,-45,193,653,15,0
23,-45,0,785,15,0
24,15,348,379,15,0
25,45,379,652,15,0
26,-45,248,667,15,0
27,0,300,646,15,0
28,-45,281,360,15,0
29,45,268,444,15,0
30,-30,194,796,15,0
31,15,289,449,15,0
32,0,272,678,15,0
33,30,199,733,15,0
34,-30,257,318,15,0
35,-30,220,601,15,0
36,-15,261,306,15,0
37,30,208,436,15,0
38,45,214,689,15,0
39,30,254,544,15,0
40,-30,296,378,15,0
41,30,244,566,15,0
42,-15,235,534,15,0
43,-45,225,764,15,0
44,30,231,722,15,0
45,0,278,468,15,0
46,15,224,742,15,0
47,0,253,574,15,0
48,45,261,683,15,0
49,30,387,437,15,0
50,-30,246,443,15,0
51,30,205,769,15,0
52,30,235,740,15,0
53,0,237,668,15,0
54,0,243,622,15,0
55,0,258,343,15,0
56,0,209,352,15,0
57,15,167,686,15,0
58,45,197,581,15,0
59,15,0,785,15,0
60,15,223,610,15,0
61,30,222,404,15,0
62,0,189,499,15,0
63,-30,186,678,15,0
64,0,250,539,15,0
65,-15,0,708,15,0
66,-15,358,494,15,0
67,45,385,469,15,0
68,-45,287,792,15,0
69,30,384,695,15,0
70,-30,303,350,15,0
71,-15,262,467,15,0
72,45,234,516,15,0
73,30,229,627,15,0
74,30,352,749,15,0
75,30,251,556,15,0
76,-15,275,528,15,0
77,30,250,393,15,0
78,15,261,641,15,0
79,30,232,378,15,0
80,45,262,612,15,0
81,15,368,509,15,0
82,15,397,548,15,0
83,30,231,548,15,0
84,-45,255,556,15,0
85,-15,242,538,15,0
86,-15,230,316,15,0
87,-45,248,727,15,0
88,30,197,739,15,0
89,45,231,375,15,0
90,15,206,540,15,0
91,15,221,411,15,0
92,30,201,342,15,0
93,15,0,704,15,0
94,-30,326,746,15,0
95,-30,243,543,15,0
96,-45,232,541,15,0
97,-15,269,775,15,0
98,45,242,570,15,0
99,-15,209,420,15,0
100,0,272,659,15,0
101,15,352,735,15,0
102,-15,246,795,15,0
103,30,226,748,15,0
104,-45,232,377,15,0
105,30,206,460,15,0
106,0,263,691,15,0
107,0,253,713,15,0
108,15,240,586,15,0
109,30,252,719,15,0
110,0,269,768,15,0
111,-15,252,754,15,0
112,-30,251,653,15,0
113,45,320,316,15,0
114,-45,240,450,15,0
115,-15,313,768,15,0
116,-30,389,301,15,0
117,-15,218,665,15,0
118,-30,210,696,15,0
119,-45,281,412,15,0
120,30,337,498,15,0
121,-45,247,311,15,0
122,0,391,620,15,0
123,-30,232,768,15,0
124,15,388,342,15,0
125,15,218,311,15,0
126,30,177,414,15,0
127,30,212,625,15,0
128,-15,170,685,15,0
129,45,233,590,15,0
130,-30,210,568,15,0
131,-45,340,328,15,0
132,45,240,550,15,0
133,15,179,563,15,0
134,-15,259,659,15,0
135,15,456,658,15,0
136,0,244,794,15,0
137,-15,262,373,15,0
138,-30,208,643,15,0
139,0,288,533,15,0
140,15,204,524,15,0
141,-45,344,355,15,0
142,-30,262,678,15,0
143,-15,263,564,15,0
144,0,257,517,15,0
145,-45,204,623,15,0
146,30,344,306,15,0
147,-15,218,361,15,0
148,15,292,665,15,0
149,45,210,700,15,0
150,15,264,319,15,0
151,15,333,662,15,0
152,-30,0,708,15,0
153,30,262,508,15,0
154,15,201,635,15,0
155,-30,270,332,15,0
156,0,295,346,15,0
157,-45,207,528,15,0
158,30,179,641,15,0
159,-30,227,728,15,0
160,45,426,403,15,0
161,45,228,512,15,0
162,-45,218,562,15,0
163,-15,217,768,15,0
164,15,199,720,15,0
165,0,230,675,15,0
166,15,337,424,15,0
167,-15,227,501,15,0
168,-45,199,626,15,0
169,-45,256,750,15,0
170,45,233,527,15,0
171,0,222,376,15,0
172,45,186,673,15,0
173,30,300,520,15,0
174,0,252,488,15,0
175,30,261,384,15,0
176,30,248,509,15,0
177,-15,272,570,15,0
178,-30,324,496,15,0
179,-45,201,645,15,0
180,45,194,578,15,0
181,-45,209,515,15,0
182,30,174,777,15,0
183,0,330,586,15,0
184,-45,202,711,15,0
185,0,313,790,15,0
186,45,299,311,15,0
187,-45,192,760,15,0
188,0,299,343,15,0
189,15,236,539,15,0
190,-15,228,416,15,0
191,0,248,684,15,0
192,30,215,529,15,0
193,30,169,723,15,0
194,-15,243,779,15,0
195,15,219,562,15,0
196,30,258,371,15,0
197,0,313,556,15,0
198,0,269,561,15,0
199,-30,201,546,15,0
200,-15,211,505,15,0
