1,-20,352.560400001036
2,0,308.508499998876
3,-40,322.360799999384
4,40,285.98339999962
5,20,268.592299999451
6,0,283.659799999893
7,30,308.092300000223
8,-10,197.300999998785
9,0,268.520899999655
10,-40,326.259699999806
11,-10,261.435300001264
12,-0,206.310100000789
13,30,307.354399998527
14,0,210.830699998493
15,30,296.198500000625
16,40,272.147500000298
17,0,207.710099999983
18,20,300.203900000721
19,-20,189.791300001613
20,20,228.537900000899
21,40,225.779700000655
22,-30,463.312899999889
23,-30,249.40920000017
24,-0,217.339000001172
25,30,224.294400001324
26,-30,260.7653
27,20,257.803799999689
28,-0,221.679799999489
29,-40,317.434600000067
30,-10,9.12490000018499
31,20,196.436700000501
32,-0,274.479200001676
33,10,230.841499999312
34,-30,267.228100000008
35,-0,201.947899999592
36,-40,262.606400000092
37,-30,270.437800000306
38,40,286.462599999592
39,-20,255.030200000416
40,-20,252.894699999612
41,10,223.580500000477
42,20,254.873099999256
43,-0,210.651600000798
44,30,280.055300000182
45,-10,250.816700000084
46,10,206.551699999633
47,40,222.136199998655
48,10,171.245900001392
49,-20,232.056700001064
50,30,159.967000000048
51,30,309.868299999377
52,-10,220.787500000821
53,30,243.962499999267
54,-20,254.328700001221
55,-30,270.190800000361
56,-30,254.708700000716
57,20,167.442700000262
58,0,149.55580000105
59,10,250.614400000356
60,-20,230.926499998983
61,-0,227.013800000802
62,-0,269.601999998937
63,-20,260.454199999455
64,20,224.116099998807
65,0,195.47579999971
66,40,262.880400000082
67,0,196.519000001441
68,-30,266.80950000127
69,-10,219.790900001041
70,-40,189.920100000105
71,40,270.306299999444
72,40,240.780100001299
73,20,268.690199999125
74,-40,247.131099999475
75,-10,251.521499998941
76,10,226.684700001439
77,10,218.234899999967
78,20,233.159599998996
79,30,260.845299999798
80,-30,239.970600000103
81,-0,189.822099999671
82,-20,199.335299998435
83,-40,264.459099999382
84,40,209.140200000999
85,10,208.841199999821
86,-40,221.112899999295
87,-40,367.624099999827
88,10,241.921700001055
89,-20,220.717999999121
90,40,235.023999998245
91,0,193.748399999546
92,-10,267.95240000001
93,30,132.859300000288
94,-10,193.905900000115
95,10,203.511199999863
96,0,219.908400000801
97,-40,244.090799999409
98,-10,224.072900000917
99,-30,341.897900000273
100,-0,217.055099998558
