1,-60,512,502,15,3
2,-15,542,454,15,3
3,0,0,450,15,1
4,-15,400,636,15,1
5,-30,492,671,15,3
6,45,420,479,15,1
7,0,408,698,15,3
8,-30,457,483,15,2
9,15,378,543,15,2
10,15,402,309,15,3
11,60,0,468,15,3
12,-15,564,681,15,1
13,-30,480,465,15,3
14,30,421,787,15,1
15,-15,419,701,15,3
16,-60,401,725,15,1
17,0,346,680,15,1
18,-30,453,554,15,3
19,-45,464,370,15,2
20,-60,0,464,15,2
21,45,475,659,15,3
22,45,436,679,15,1
23,-45,0,659,15,3
24,-60,439,593,15,1
25,30,551,712,15,2
26,-30,465,329,15,1
27,0,317,460,15,1
28,-30,467,664,15,3
29,-45,406,675,15,1
30,-45,429,400,15,2
31,15,455,557,15,2
32,-45,434,349,15,1
33,30,0,376,15,3
34,-60,488,737,15,2
35,0,364,673,15,2
36,45,524,569,15,3
37,-45,462,611,15,2
38,-45,437,705,15,1
39,15,402,369,15,2
40,0,382,573,15,1
41,-30,479,692,15,3
42,15,392,641,15,2
43,-45,398,333,15,1
44,-45,496,694,15,3
45,-30,566,421,15,3
46,-45,371,670,15,2
47,0,0,511,15,3
48,-60,429,458,15,1
49,-60,0,557,15,2
50,0,356,516,15,1
51,-45,638,617,15,3
52,45,442,575,15,2
53,60,426,787,15,2
54,30,440,706,15,1
55,-45,0,635,15,3
56,-60,448,598,15,1
57,60,409,556,15,1
58,-45,454,574,15,1
59,-15,373,486,15,2
60,45,434,519,15,2
61,30,419,567,15,1
62,60,0,310,15,2
63,-60,0,346,15,3
64,15,358,474,15,2
65,60,0,733,15,3
66,30,542,396,15,3
67,15,341,483,15,3
68,45,460,543,15,3
69,0,410,401,15,1
70,0,372,588,15,1
71,30,450,398,15,1
72,-45,568,322,15,2
73,60,401,305,15,1
74,-30,374,727,15,1
75,15,424,795,15,3
76,-60,0,315,15,3
77,15,394,404,15,1
78,30,461,456,15,3
79,30,376,684,15,2
80,-60,0,338,15,3
81,-15,424,364,15,2
82,-15,496,592,15,1
83,45,474,541,15,1
84,-60,334,713,15,1
85,45,467,363,15,2
86,-30,396,573,15,1
87,60,0,313,15,2
88,-60,459,356,15,1
89,-45,0,757,15,3
90,30,367,519,15,2
91,60,566,448,15,1
92,30,441,606,15,1
93,45,0,309,15,3
94,15,417,561,15,2
95,-60,640,373,15,3
96,30,453,460,15,3
97,15,378,584,15,1
98,30,417,322,15,3
99,15,554,431,15,3
100,0,320,516,15,2
101,0,411,372,15,3
102,-60,0,547,15,2
103,60,0,450,15,3
104,60,570,349,15,1
105,-15,500,459,15,3
106,-15,440,449,15,1
107,15,441,463,15,2
108,-45,384,792,15,1
109,15,430,665,15,3
110,-45,428,647,15,2
111,-45,411,679,15,2
112,-15,425,645,15,2
113,45,522,399,15,2
114,45,521,461,15,3
115,30,389,327,15,2
116,-30,410,495,15,1
117,-30,466,378,15,2
118,-15,533,517,15,1
119,60,500,431,15,3
120,45,392,561,15,2
121,-30,0,677,15,3
122,15,331,434,15,2
123,30,446,379,15,2
124,15,430,788,15,2
125,60,628,469,15,1
126,45,453,453,15,2
127,0,405,663,15,3
128,-60,489,672,15,1
129,45,420,799,15,1
130,-30,461,372,15,3
131,45,479,478,15,2
132,0,347,395,15,2
133,30,402,676,15,1
134,-30,494,476,15,3
135,45,384,774,15,1
136,-60,430,502,15,1
137,-15,380,789,15,3
138,60,0,356,15,2
139,-45,405,627,15,3
140,-60,488,787,15,1
141,-30,348,356,15,1
142,-60,389,462,15,3
143,-60,0,642,15,2
144,-30,0,598,15,3
145,45,0,461,15,2
146,45,556,464,15,2
147,30,552,419,15,3
148,-15,398,565,15,2
149,0,403,689,15,2
150,-45,482,693,15,3
151,-30,410,775,15,3
152,45,472,437,15,2
153,-45,443,329,15,2
154,-45,475,590,15,3
155,-60,460,714,15,3
156,45,420,329,15,2
157,45,479,772,15,3
158,45,433,607,15,3
159,45,477,613,15,3
160,45,511,480,15,3
161,0,398,634,15,2
162,-15,420,561,15,3
163,15,475,385,15,1
164,-45,440,429,15,3
165,-30,489,798,15,3
166,15,366,663,15,2
167,45,490,397,15,2
168,60,468,716,15,2
169,-45,503,509,15,3
170,0,358,351,15,1
171,45,466,768,15,3
172,30,376,653,15,2
173,-45,411,648,15,3
174,-30,439,400,15,1
175,15,319,487,15,2
176,45,387,412,15,1
177,60,400,690,15,1
178,60,414,563,15,1
179,-15,417,570,15,3
180,30,360,456,15,2
181,-15,403,469,15,3
182,-45,365,621,15,1
183,60,556,434,15,1
184,60,0,328,15,3
185,15,377,353,15,1
186,60,0,751,15,2
187,-45,475,759,15,3
188,15,403,700,15,2
189,-15,408,551,15,2
190,60,447,618,15,2
191,30,374,502,15,2
192,30,0,606,15,3
193,-45,479,713,15,3
194,30,600,597,15,2
195,-60,457,428,15,1
196,-45,382,635,15,1
197,-15,417,703,15,3
198,-30,359,654,15,3
199,-60,0,543,15,2
200,45,595,322,15,3
201,45,436,308,15,2
202,30,420,510,15,1
203,-45,461,797,15,1
204,-30,482,433,15,3
205,60,399,320,15,1
206,-30,462,361,15,2
207,30,0,681,15,3
208,-60,0,628,15,3
209,-15,378,504,15,1
210,30,401,793,15,3
211,-45,442,568,15,2
212,45,533,512,15,3
213,-30,524,323,15,3
214,-30,473,552,15,3
215,45,417,465,15,2
216,45,469,316,15,2
217,-60,442,425,15,1
218,60,0,565,15,3
219,60,432,573,15,1
220,45,414,474,15,2
221,30,521,561,15,3
222,45,467,493,15,1
223,-15,446,340,15,2
224,-15,481,794,15,2
225,0,523,446,15,1
226,45,0,364,15,3
227,60,413,392,15,3
228,60,453,599,15,2
229,-30,406,761,15,2
230,-60,404,432,15,1
231,-15,360,398,15,1
